pam,pid,player_name,confidence
ayersDeMarcus_17865,24116,John Ayers,medium
barmoreChristian_21765,73786, ,medium
dowdlejoshua_20585,73786, ,medium
justinSummers_22328,25461,Kerry Justin,medium
garretthenry_22062,14694,Drake Garrett,medium
haskellNoel_2083,19152,Haskel Stanback,medium
fowleralvin_20697,24732,Amos Fowler,medium
greenlaw_20699,14648,Cornell Green,medium
harrisonjames_20349,14650,Cliff Harris,medium
hockensonTJ_20597,73786, ,medium
gen_2_B_N_0014,73786, ,medium
josephlinval_11277,27194,Jo Heath,medium
McCarthyJJ_14610,45064,Shawn McCarthy,medium
gordonmelvinlll_10820,14434,Dick Gordon,medium
hellurenthony_13069,73786, ,medium
bostonTre_2089,14548,Bo Scott,medium
campbellParris_20355,14381,Sonny Campbell,medium
furlongtyler_20976,73786, ,medium
BlandDaron_22485,33217,Carl Bland,medium
easleykenney_1346,3217,Kenny Easley,medium
bernardGiovani_323,16839,Bernard Jackson,medium
johnsoncolby_10867,14395,Randy Johnson,medium
furgusonblake_20974,73786, ,medium
heidariHodges_20596,73786, ,medium
gamblemike_22061,40427,Kenny Gamble,medium
bakerBudda_12549,14945,Tony Baker,medium
gilmoreStephon_11253,21060,Gil Chapman,medium
fischerjakob_22087,15452,Pat Fischer,medium
foxonbenmarcus_28345,22340,Tim Fox,medium
delhommejake_28311,14997,Del Williams,medium
crosscharles_22437,22790,Randy Cross,medium
garverrasmussen_20943,73786, ,medium
johnsondiontae_20603,14395,Randy Johnson,medium
freemandroyce_2436,14389,Mike Freeman,medium
freiermuthPat_21570,73786, ,medium
barberPeyton_17612,22089,Bob Barber,medium
hallfloyd_28428,15692,Charlie Hall,medium
adamsJamal_12524,15229,Bob Adams,medium
delleMerrick_13099,14997,Del Williams,medium
jacksonquinton_21003,14429,Jack Concannon,medium
ebroneric_10856,73786, ,medium
juneaujoseph_21535,22955,June Jones,medium
colquittBritton_29169,25269,Craig Colquitt,medium
allenJonathan_12521,14376,Grady Allen,medium
baringerbryce_23112,73786, ,medium
edmondsChase_20586,14452,Ed O'Bradovich,medium
gen_2_B_N_0016,73786, ,medium
grimesquincy_20989,14914,Bob Grim,medium
baldwindoug_11029,30048,Keith Baldwin,medium
clintondixhaha_10844,14918,Clint Jones,medium
gallarddaylen_17747,73786, ,medium
hollierJustin_15281,39457,Doug Hollie,medium
jonessam_2508,14489,Willie Jones,medium
benjaminkelvin_10830,14517,Ben Davis,medium
greenejoe_11562,14648,Cornell Green,medium
gonzaleszane_22064,63096,Joaquin Gonzale,medium
harristrestan_12603,14650,Cliff Harris,medium
godfreymile_15096,16120,Godfrey Zaunbrecher,medium
franyuelo_20334,14707,Fran Lynch,medium
hobbsjoram_28370,15196,Bill Hobbs,medium
matthewsclay_20143,14800,Al Matthews,medium
cookJames_22054,18046,Greg Cook,medium
hardykevin_17687,14788,Kevin Hardy,high
bradyTom_1327,15377,Brad Hubbert,medium
elliottEzekiel_17544,15103,John Elliott,medium
cooperamari_2435,22836,Bert Cooper,medium
evansJustin_13143,14865,Norm Evans,medium
durhamDe_9753,30109,Steve Durham,medium
austinTavon_494,15232,Ocie Austin,medium
deckerEric_10853,924,Eric Decker,high
isaacsemmanuel_22084,18049,Isaac Curtis,medium
hullfrankie_28412,7507,Mike Hull,medium
jamesedgerrin_28448,15558,James Harris,medium
jollytherell_28474,27194,Jo Heath,medium
hennequinwill_21487,73786, ,medium
halljoe_2320,15692,Charlie Hall,medium
hicksjohn_17551,15108,W.K. Hicks,medium
doyedarian_22049,73786, ,medium
McBrideTrey_22093,14881,Norm McBride,medium
bridgewaterTeddy_10837,73786, ,medium
fordebernardo_17577,15594,Charlie Ford,medium
jonesdeion_11274,14489,Willie Jones,medium
keenancole_17686,28343,Keena Turner,medium
jonesdamiere_2324,14489,Willie Jones,medium
jonesmac_11275,14489,Willie Jones,medium
hillpatrick_2296,14568,Jerry Hill,medium
jonesdion_17736,14489,Willie Jones,medium
dunbarvontae_2500,18555,Jubilee Dunbar,medium
ColemanKeon_14646,14428,Linzy Cole,medium
charltonTaco_12535,40032,Clifford Charlton,medium
florenChris_21007,73786, ,medium
blantonRobert_11682,26204,Jerry Blanton,medium
cravenssua_17664,21812,Bill Craven,medium
heinzchris_13183,14871,Bob Heinz,medium
adebopaulson_21445,66180,Ade Jimoh,medium
howardxavien_12588,14449,Howard Mudd,medium
keebletyler_22333,39569,Jerry Keeble,medium
gen_2_B_S_001,73786, ,medium
colemanCorey_17556,14428,Linzy Cole,medium
espensachede_21159,73786, ,medium
gen_2_B_N_0017,73786, ,medium
claypoolchase_21077,20072,C.L. Whittington,medium
harrisdamien_20063,14650,Cliff Harris,medium
josephkerby_21577,27194,Jo Heath,medium
joeckeluke_494,14461,Joe Taylor,medium
chinnJeremy_21151,64625,C #66,medium
AltJoe_14694,14397,Al Lavan,medium
buttJake_12568,73786, ,medium
jacksondarious_13184,14429,Jack Concannon,medium
galoppoalfredo_20498,73786, ,medium
deatrichWeston_2112,73786, ,medium
huntterrace_17588,14794,Ervin Hunt,medium
hutchinsonaidan_22362,24337,Scott Hutchinson,medium
jacksondeSean_17552,14429,Jack Concannon,medium
jacksonjack_12617,14429,Jack Concannon,medium
johnsonammon_20095,14395,Randy Johnson,medium
kelceJason_11279,73786, ,medium
matthewsjordan_12350,14800,Al Matthews,medium
gillanmichael_17578,21060,Gil Chapman,medium
bradfordcarl_2083,15377,Brad Hubbert,medium
carrBrandon_28491,14777,Fred Carr,medium
cooksBrandin_10847,18046,Greg Cook,medium
hurstkayshon_20347,42122,Maurice Hurst,medium
austiniiicalvin_22086,15232,Ocie Austin,medium
kearseelishaun_12559,37643,Tim Kearse,medium
jordanjustin_12591,15323,Jeff Jordan,medium
benjamintravis_11454,14517,Ben Davis,medium
clowneyJadeveon_10845,20072,C.L. Whittington,medium
greentrent_10865,14648,Cornell Green,medium
donnellChris_28461,14392,Don Hansen,medium
AllocierTyler_22315,14397,Al Lavan,medium
haircalvin_17874,73786, ,medium
jamesderwin_17589,15558,James Harris,medium
dialKelontae_20584,42327,Alan Dial,medium
goodwinmarquise_17598,52382,Hunter Goodwin,medium
BelloreNick_10939,26,Bobby Bell,medium
gannondave_28298,34255,Mike Gann,medium
harteraven_22317,14605,Jim Hart,medium
dayTaylion_14661,54167,Terry Day,medium
forteLonnie_11249,22339,Ike Forte,medium
escobarNelson_17658,73786, ,medium
boswellChris_2262,14548,Bo Scott,medium
jacobsadam_2525,14966,Harry Jacobs,medium
goodsontj_22467,30875,John Goodson,medium
ArroyoElijah_15119,73786, ,medium
addaeJahleel_9919,73786, ,medium
grantjakeem_17582,14566,Bob Grant,medium
griffinshaquem_13145,21781,Archie Griffin,medium
ikwelikedike_21497,73786, ,medium
adamsDavante_10823,15229,Bob Adams,medium
brooksderrick_11202,15141,Lee Brooks,medium
griffinjames_20333,21781,Archie Griffin,medium
janovisgregory_28367,14851,Jan Stenerud,medium
jenkinsjeffrey_20351,14529,Al Jenkins,medium
elfleinevan_2087,73786, ,medium
deotereon_2397,73786, ,medium
foxsamuel_1291,22340,Tim Fox,medium
handronnie_20699,14736,Larry Hand,medium
hendersonjustinl_20698,36,John Henderson,medium
collinsNico_21587,14515,Gary Collins,medium
armsteadTerron_964,48010,Jessie Armstead,medium
bookerTyler_15162,14548,Bo Scott,medium
blankenshipRodrigo_21168,22572,Greg Blankenship,medium
darnoldsam_13097,73786, ,medium
gilmorestephontuitt_11253,21060,Gil Chapman,medium
grahamcorey_13104,14485,Kenny Graham,medium
cookDalvin_12523,18046,Greg Cook,medium
carrDerek_10843,14777,Fred Carr,medium
holmanjalen_13148,14440,Willie Holman,medium
greenbenjamin_17548,14648,Cornell Green,medium
bersinBrenton_2271,73786, ,medium
heavenaustin_11264,73786, ,medium
greennicole_22073,14648,Cornell Green,medium
collinsMaliek_17738,14515,Gary Collins,medium
andrewsmark_13112,14510,Billy Andrews,medium
hookerkyle_20598,14526,Fair Hooker,medium
jacksoneddie_11271,14429,Jack Concannon,medium
johnsonjamaal_20605,14395,Randy Johnson,medium
gen_2_B_N_01,73786, ,medium
hopkinsdeandre_10866,15153,Roy Hopkins,medium
colquittDustin_26820,25269,Craig Colquitt,medium
farleyCaleb_21498,16043,Dale Farley,medium
brownantonio_9774,14513,Ken Brown,medium
hookermalik_17585,14526,Fair Hooker,medium
hardinsonlacarcus_20338,51935,Steve Hardin,medium
folksmak_27923,73786, ,medium
hillquinton_20701,14568,Jerry Hill,medium
jacksonjustin_13110,14429,Jack Concannon,medium
janisjc_20989,14851,Jan Stenerud,medium
alexanderMaurice_2101,14397,Al Lavan,medium
gunnerkalen_22470,14435,Jimmy Gunn,medium
evansjosh_20087,14865,Norm Evans,medium
garretmyles_12547,73786, ,medium
gottfriedjake_20333,73786, ,medium
jonesjosh_22087,14489,Willie Jones,medium
jordanhayes_21534,15323,Jeff Jordan,medium
butlerHakeem_20499,14380,Cannonball Butler,medium
hartquentin_21177,14605,Jim Hart,medium
johnsonlonnie_10867,14395,Randy Johnson,medium
fettybrian_27969,73786, ,medium
jenningstim_11273,19948,Dave Jennings,medium
andersonRobby_17960,14678,Bobby Anderson,medium
dockerymarcus_1338,15101,John Dockery,medium
ekeleriehisenior_20972,73786, ,medium
dragonette_2395,17758,Oscar Dragon,medium
grossanxan_2398,14960,Earl Gros,medium
boothjrAndrew_22255,14548,Bo Scott,medium
abdullahAmeer_2402,22464,Abdul Salaam,medium
davisMike_10852,14432,Butch Davis,medium
formanlyle_22060,73786, ,medium
darkwaOrleans_2316,73786, ,medium
johnsonsteve_1637,14395,Randy Johnson,medium
gaskinmyles_20588,73786, ,medium
julmisted_20355,64252,J. Philippe Darche,medium
mayermichael_22697,14577,Ray May,medium
chaseJaMarr_21586,35979,Chas Fox,medium
gravesfoley_22072,26669,Tom Graves,medium
folesjake_20977,73786, ,medium
burfictvontaze_11569,73786, ,medium
havensteinmike_2447,15571,Haven Moses,medium
jarrettgrady_13068,62899,Jarrett Ferguson,medium
gen_2_B_S_007,73786, ,medium
davisademlee_28424,14432,Butch Davis,medium
fauremervin_28478,73786, ,medium
dawsonDuke_21170,14823,Len Dawson,medium
hallmarcos_1461,15692,Charlie Hall,medium
falkLuke_20332,73786, ,medium
godwinchris_12657,21245,Godwin Turk,medium
etienetravis_2408,73786, ,medium
fullercorey_13144,15410,Johnny Fuller,medium
franklukedan_20995,14475,Frank Cornish,medium
jenningsgabrion_20602,19948,Dave Jennings,medium
galtsomerome_11291,73786, ,medium
jenningsjabril_17554,19948,Dave Jennings,medium
BatesIIJessie_13202,48278,Patrick Bates,medium
berryEric_9950,14377,Bob Berry,medium
hodgesjason_20341,29852,Floyd Hodge,medium
jasonwoodyard_22084,37421,Jason Buck,medium
jagerfisher_21575,64252,J. Philippe Darche,medium
ansahezekiel_1121,73786, ,medium
grantryans_2460,14566,Bob Grant,medium
fortunydalton_21165,73786, ,medium
huntericbilly_28295,14794,Ervin Hunt,medium
ingramII_11590,30633,Brian Ingram,medium
ianettialex_20703,22075,Ian Sunter,medium
CharbonnetZach_22732,64625,C #66,medium
holttorrey_28414,29753,John Holt,medium
gen_2_B_N_02,73786, ,medium
gibsonVaughn_21508,17172,Paul Gibson,medium
hutekellen_22325,73786, ,medium
igarrochance_21179,73786, ,medium
armsteadArik_2533,48010,Jessie Armstead,medium
ingoldsbymaxx_22484,73786, ,medium
antetokounmpoGiannis_2995,73786, ,medium
dowdleRico_22256,73786, ,medium
fosterdiandre_22059,15367,Gene Foster,medium
hoytjr_22071,73786, ,medium
BanksJrKelvin_15161,15048,Willie Banks,medium
jarwinblake_13150,64252,J. Philippe Darche,medium
hymanjamal_28341,73786, ,medium
forsettjustin_28457,1138,Justin Forsett,high
heinickeTaylor_13183,73786, ,medium
gen_2_B_N_007,73786, ,medium
jacksonajax_22085,14429,Jack Concannon,medium
jonescyrus_13163,14489,Willie Jones,medium
gilbertGarrett_20092,21060,Gil Chapman,medium
collinsLael_2499,14515,Gary Collins,medium
drakelonnie_28301,14694,Drake Garrett,medium
fisk_2282,50887,Jason Fisk,medium
howardkyle_22483,14449,Howard Mudd,medium
bullockRandy_11601,14424,Ronnie Bull,medium
bryantdesmond_28823,14906,Bobby Bryant,medium
davisjoshua_17567,14432,Butch Davis,medium
gillespieduke_28471,21060,Gil Chapman,medium
evansevans_10860,14865,Norm Evans,medium
hesterdevin_11569,14438,Jimmy Hester,medium
hollanddarius_20999,15651,Vern Holland,medium
KamansKyle_15279,73786, ,medium
baileyJake_20480,14556,Jim Bailey,medium
fullercorey_2298,15410,Johnny Fuller,medium
elumenormatthieu_15198,73786, ,medium
awuzieChidobe_12587,73786, ,medium
jonathandijion_12548,15028,Jon Morris,medium
golladayKenny_12543,73786, ,medium
edwardsDavid_20686,14452,Ed O'Bradovich,medium
goboummerci_20337,73786, ,medium
jamesronnie_20601,15558,James Harris,medium
hodginsjalen_17731,19236,Norm Hodgins,medium
jamisonnatrone_20602,37997,George Jamison,medium
goldenMarquise_17598,18251,Golden Richards,medium
zappeBailey_22049,73786, ,medium
brooksahmad_27818,15141,Lee Brooks,medium
bradberryJames_17825,15377,Brad Hubbert,medium
elliottJeremiah_28451,15103,John Elliott,medium
henleyjonjc_22478,39564,Thomas Henley,medium
felicianoWill_13364,73786, ,medium
bookerDevontae_17575,14548,Bo Scott,medium
barkleymatt_116,73786, ,medium
figuersilysesney_1453,73786, ,medium
hopkinsmalik_20599,15153,Roy Hopkins,medium
humphriesmarlon_12589,32868,Stefan Humphries,medium
eldondonald_2285,73786, ,medium
griersyil_20337,52488,Marrio Grier,medium
gen_2_B_N_03,73786, ,medium
Kamara_12670,73786, ,medium
crawfordTyrone_11519,25450,Rufus Crawford,medium
hilljb_20595,14568,Jerry Hill,medium
holinsaj_22081,73786, ,medium
allenKeenan_505,14376,Grady Allen,medium
hunleymichael_21001,33182,Ricky Hunley,medium
gordonanthony_2518,14434,Dick Gordon,medium
gen_2_B_N_009,73786, ,medium
haydenkelvin_12599,16088,Leo Hayden,medium
bartonCody_20692,2965,Bart Starr,medium
bosaNick_20565,14548,Bo Scott,medium
henrydont_17599,15241,Henry Davis,medium
hilljoshua_17733,14568,Jerry Hill,medium
hardenthaddeus_28364,14787,Lee Harden,medium
johnsonjalin_20604,14395,Randy Johnson,medium
fitzmagicroyan_28363,73786, ,medium
comptonWill_2336,38068,Chuck Compton,medium
gielachris_28383,73786, ,medium
jamestbake_2405,15558,James Harris,medium
fitzgeraldlarry_11243,15816,John Fitzgerald,medium
glennstanton_10820,14384,Glen Condren,medium
dorseyKen_2420,18616,Nate Dorsey,medium
ekkubanchris_22055,73786, ,medium
griffinryan_13104,21781,Archie Griffin,medium
gen_2_b_n_008,73786, ,medium
celebkrent_28108,64625,C #66,medium
douglasrasul_12567,14423,Doug Buffone,medium
jonesdwight_22486,14489,Willie Jones,medium
bentonKeeanu_22934,14517,Ben Davis,medium
