Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PRBK,PPBK,PIBL,PRBP,PRBF,PPBP,PPBF,PLDB
78,355.0,23.0,66.0,0.0,3.0,82.0,47.0,62.0,54.0,93.0,70.0,89.0,87.0,0.0,0,0,0,0,0
77,308.0,23.0,0.0,0.0,0.0,82.0,56.0,63.0,55.0,92.0,75.0,87.0,88.0,0.0,0,0,0,0,0
77,308.0,23.0,63.0,0.0,6.0,82.0,56.0,63.0,55.0,92.0,75.0,87.0,88.0,0.0,0,0,0,0,0
79,315.0,27.0,72.0,0.0,3.0,82.0,54.0,59.0,55.0,92.0,78.0,88.0,85.0,0.0,0,0,0,0,0
79,315.0,27.0,62.0,0.0,0.0,82.0,54.0,59.0,55.0,92.0,78.0,88.0,85.0,0.0,0,0,0,0,0
74,295.0,23.0,73.0,1.0,6.0,81.0,53.0,50.0,55.0,93.0,82.0,82.0,87.0,0.0,0,0,0,0,0
76,312.0,27.0,40.0,0.0,0.0,81.0,54.0,62.0,53.0,90.0,82.0,86.0,84.0,0.0,0,0,0,0,0
79,340.0,32.0,0.0,0.0,0.0,81.0,40.0,50.0,48.0,87.0,88.0,89.0,86.0,0.0,0,0,0,0,0
79,340.0,32.0,0.0,0.0,0.0,81.0,40.0,50.0,48.0,87.0,88.0,89.0,86.0,0.0,0,0,0,0,0
79,340.0,32.0,0.0,0.0,0.0,81.0,40.0,50.0,48.0,87.0,88.0,89.0,86.0,0.0,0,0,0,0,0
79,340.0,32.0,17.0,0.0,0.0,81.0,40.0,50.0,48.0,87.0,88.0,89.0,86.0,0.0,0,0,0,0,0
79,340.0,32.0,18.0,0.0,0.0,81.0,40.0,50.0,48.0,87.0,88.0,89.0,86.0,0.0,0,0,0,0,0
79,340.0,32.0,0.0,0.0,1.0,81.0,40.0,50.0,48.0,87.0,88.0,89.0,86.0,0.0,0,0,0,0,0
79,340.0,32.0,4.0,0.0,0.0,81.0,40.0,50.0,48.0,87.0,88.0,89.0,86.0,0.0,0,0,0,0,0
79,340.0,32.0,2.0,0.0,0.0,81.0,40.0,50.0,48.0,87.0,88.0,89.0,86.0,0.0,0,0,0,0,0
77,320.0,29.0,59.0,0.0,3.0,81.0,48.0,50.0,49.0,87.0,86.0,86.0,85.0,0.0,0,0,0,0,0
77,320.0,24.0,21.0,0.0,0.0,81.0,52.0,63.0,54.0,90.0,73.0,84.0,90.0,0.0,0,0,0,0,0
78,306.0,25.0,51.0,0.0,0.0,80.0,51.0,61.0,54.0,91.0,81.0,80.0,86.0,0.0,0,0,0,0,0
76,282.0,32.0,52.0,0.0,3.0,80.0,52.0,50.0,55.0,84.0,85.0,85.0,83.0,0.0,0,0,0,0,0
76,305.0,28.0,67.0,0.0,3.0,80.0,47.0,49.0,50.0,89.0,86.0,84.0,86.0,0.0,0,0,0,0,0
76,325.0,26.0,34.0,0.0,0.0,79.0,44.0,56.0,52.0,90.0,82.0,86.0,80.0,0.0,0,0,0,0,0
76,325.0,26.0,1.0,0.0,0.0,79.0,44.0,56.0,52.0,90.0,82.0,86.0,80.0,0.0,0,0,0,0,0
76,325.0,26.0,17.0,0.0,0.0,79.0,44.0,56.0,52.0,90.0,82.0,86.0,80.0,0.0,0,0,0,0,0
77,334.0,25.0,40.0,0.0,0.0,78.0,54.0,59.0,58.0,90.0,77.0,85.0,82.0,0.0,0,0,0,0,0
79,335.0,25.0,81.0,0.0,5.0,78.0,54.0,62.0,54.0,90.0,78.0,88.0,79.0,0.0,0,0,0,0,0
76,300.0,26.0,43.0,0.0,0.0,78.0,45.0,48.0,48.0,84.0,84.0,86.0,86.0,0.0,0,0,0,0,0
75,313.0,25.0,61.0,0.0,0.0,78.0,46.0,46.0,49.0,89.0,84.0,87.0,79.0,0.0,0,0,0,0,0
77,305.0,23.0,94.0,5.0,7.0,78.0,52.0,60.0,55.0,87.0,70.0,85.0,83.0,0.0,0,0,0,0,0
77,318.0,37.0,0.0,0.0,0.0,77.0,41.0,49.0,45.0,90.0,88.0,80.0,84.0,0.0,0,0,0,0,0
77,318.0,37.0,0.0,0.0,0.0,77.0,41.0,49.0,45.0,90.0,88.0,80.0,84.0,0.0,0,0,0,0,0
77,318.0,37.0,2.0,0.0,0.0,77.0,41.0,49.0,45.0,90.0,88.0,80.0,84.0,0.0,0,0,0,0,0
77,318.0,37.0,52.0,0.0,0.0,77.0,41.0,49.0,45.0,90.0,88.0,80.0,84.0,0.0,0,0,0,0,0
77,318.0,37.0,78.0,0.0,1.0,77.0,41.0,49.0,45.0,90.0,88.0,80.0,84.0,0.0,0,0,0,0,0
77,318.0,37.0,0.0,0.0,0.0,77.0,41.0,49.0,45.0,90.0,88.0,80.0,84.0,0.0,0,0,0,0,0
76,290.0,26.0,0.0,0.0,0.0,77.0,48.0,49.0,52.0,91.0,79.0,83.0,81.0,0.0,0,0,0,0,0
77,300.0,28.0,41.0,0.0,0.0,77.0,46.0,49.0,50.0,89.0,84.0,84.0,77.0,0.0,0,0,0,0,0
76,308.0,26.0,42.0,0.0,0.0,77.0,48.0,50.0,52.0,91.0,79.0,85.0,83.0,0.0,0,0,0,0,0
77,311.0,22.0,29.0,0.0,0.0,77.0,56.0,73.0,59.0,90.0,66.0,83.0,85.0,0.0,0,0,0,0,0
75,297.0,27.0,0.0,0.0,0.0,77.0,50.0,50.0,52.0,89.0,82.0,82.0,82.0,0.0,0,0,0,0,0
77,297.0,33.0,40.0,0.0,0.0,77.0,49.0,51.0,54.0,89.0,82.0,82.0,79.0,0.0,0,0,0,0,0
75,300.0,28.0,61.0,0.0,1.0,77.0,51.0,53.0,52.0,91.0,83.0,78.0,81.0,0.0,0,0,0,0,0
76,310.0,28.0,0.0,0.0,0.0,77.0,54.0,54.0,55.0,86.0,82.0,82.0,79.0,0.0,0,0,0,0,0
78,320.0,31.0,44.0,0.0,0.0,77.0,38.0,55.0,50.0,91.0,82.0,84.0,81.0,0.0,0,0,0,0,0
74,302.0,28.0,0.0,0.0,0.0,77.0,48.0,50.0,52.0,87.0,80.0,83.0,82.0,0.0,0,0,0,0,0
74,302.0,28.0,39.0,0.0,0.0,77.0,48.0,50.0,52.0,87.0,80.0,83.0,82.0,0.0,0,0,0,0,0
76,300.0,28.0,0.0,0.0,0.0,77.0,47.0,49.0,52.0,90.0,77.0,83.0,85.0,0.0,0,0,0,0,0
78,297.0,35.0,58.0,0.0,0.0,76.0,44.0,56.0,53.0,89.0,87.0,83.0,75.0,0.0,0,0,0,0,0
76,290.0,26.0,0.0,0.0,0.0,76.0,44.0,50.0,48.0,89.0,82.0,88.0,79.0,0.0,0,0,0,0,0
76,305.0,27.0,47.0,0.0,0.0,76.0,43.0,56.0,50.0,92.0,79.0,79.0,83.0,0.0,0,0,0,0,0
78,341.0,24.0,43.0,0.0,0.0,76.0,48.0,62.0,52.0,92.0,71.0,86.0,81.0,0.0,0,0,0,0,0
76,302.0,24.0,52.0,0.0,0.0,76.0,43.0,45.0,46.0,88.0,81.0,84.0,85.0,0.0,0,0,0,0,0
79,323.0,28.0,22.0,0.0,0.0,76.0,47.0,47.0,51.0,92.0,79.0,85.0,76.0,0.0,0,0,0,0,0
77,298.0,26.0,34.0,0.0,0.0,76.0,46.0,49.0,51.0,89.0,79.0,83.0,80.0,0.0,0,0,0,0,0
76,290.0,37.0,98.0,1.0,7.0,76.0,35.0,58.0,47.0,91.0,88.0,81.0,80.0,0.0,0,0,0,0,0
76,301.0,24.0,51.0,0.0,0.0,76.0,46.0,48.0,49.0,88.0,78.0,81.0,87.0,0.0,0,0,0,0,0
75,294.0,26.0,0.0,0.0,0.0,76.0,49.0,51.0,53.0,90.0,77.0,80.0,85.0,0.0,0,0,0,0,0
76,295.0,25.0,36.0,0.0,0.0,76.0,52.0,57.0,55.0,92.0,69.0,79.0,85.0,0.0,0,0,0,0,0
75,296.0,27.0,14.0,0.0,0.0,76.0,48.0,50.0,52.0,89.0,80.0,84.0,78.0,0.0,0,0,0,0,0
77,310.0,29.0,68.0,0.0,0.0,76.0,47.0,58.0,53.0,90.0,80.0,85.0,79.0,0.0,0,0,0,0,0
77,296.0,25.0,22.0,0.0,0.0,76.0,49.0,52.0,52.0,87.0,75.0,86.0,78.0,0.0,0,0,0,0,0
77,296.0,25.0,16.0,0.0,0.0,76.0,49.0,52.0,52.0,87.0,75.0,86.0,78.0,0.0,0,0,0,0,0
75,292.0,28.0,49.0,0.0,0.0,75.0,43.0,45.0,48.0,86.0,79.0,82.0,88.0,0.0,0,0,0,0,0
74,265.0,33.0,80.0,0.0,5.0,75.0,46.0,52.0,55.0,88.0,83.0,78.0,80.0,0.0,0,0,0,0,0
76,305.0,24.0,14.0,0.0,0.0,75.0,50.0,51.0,52.0,92.0,71.0,82.0,79.0,0.0,0,0,0,0,0
75,318.0,33.0,69.0,0.0,3.0,75.0,46.0,50.0,51.0,87.0,88.0,79.0,78.0,0.0,0,0,0,0,0
74,320.0,31.0,0.0,0.0,0.0,75.0,47.0,49.0,50.0,89.0,79.0,82.0,79.0,0.0,0,0,0,0,0
79,308.0,35.0,62.0,0.0,1.0,75.0,33.0,52.0,46.0,90.0,85.0,79.0,86.0,0.0,0,0,0,0,0
77,380.0,22.0,14.0,0.0,0.0,75.0,45.0,48.0,47.0,95.0,70.0,88.0,78.0,0.0,0,0,0,0,0
78,350.0,23.0,23.0,0.0,0.0,75.0,41.0,51.0,44.0,92.0,70.0,87.0,82.0,0.0,0,0,0,0,0
77,300.0,35.0,54.0,0.0,0.0,75.0,37.0,54.0,48.0,90.0,84.0,84.0,79.0,0.0,0,0,0,0,0
75,295.0,27.0,70.0,1.0,2.0,75.0,42.0,44.0,49.0,84.0,84.0,83.0,83.0,0.0,0,0,0,0,0
76,310.0,24.0,83.0,0.0,6.0,75.0,45.0,49.0,48.0,84.0,76.0,84.0,88.0,0.0,0,0,0,0,0
76,310.0,27.0,49.0,0.0,0.0,74.0,49.0,49.0,50.0,89.0,75.0,83.0,78.0,0.0,0,0,0,0,0
74,310.0,27.0,0.0,0.0,0.0,74.0,44.0,54.0,51.0,89.0,75.0,77.0,87.0,0.0,0,0,0,0,0
78,320.0,29.0,33.0,0.0,0.0,74.0,48.0,48.0,53.0,91.0,79.0,81.0,77.0,0.0,0,0,0,0,0
77,296.0,30.0,35.0,0.0,0.0,74.0,47.0,50.0,53.0,88.0,81.0,79.0,79.0,0.0,0,0,0,0,0
76,315.0,30.0,56.0,0.0,0.0,74.0,48.0,50.0,50.0,91.0,78.0,78.0,80.0,0.0,0,0,0,0,0
78,315.0,24.0,44.0,0.0,0.0,74.0,46.0,57.0,51.0,86.0,81.0,80.0,81.0,0.0,0,0,0,0,0
77,310.0,28.0,49.0,0.0,0.0,74.0,45.0,55.0,48.0,87.0,80.0,81.0,79.0,0.0,0,0,0,0,0
77,297.0,23.0,21.0,0.0,0.0,74.0,50.0,57.0,55.0,91.0,68.0,86.0,78.0,0.0,0,0,0,0,0
76,337.0,23.0,29.0,0.0,0.0,74.0,49.0,52.0,51.0,88.0,74.0,79.0,84.0,0.0,0,0,0,0,0
77,323.0,29.0,45.0,0.0,0.0,74.0,41.0,52.0,51.0,90.0,80.0,78.0,81.0,0.0,0,0,0,0,0
77,304.0,29.0,0.0,0.0,0.0,74.0,48.0,50.0,47.0,86.0,79.0,84.0,78.0,0.0,0,0,0,0,0
76,325.0,30.0,40.0,0.0,0.0,73.0,47.0,52.0,54.0,88.0,79.0,77.0,79.0,0.0,0,0,0,0,0
75,300.0,29.0,38.0,0.0,0.0,73.0,47.0,56.0,52.0,90.0,78.0,78.0,80.0,0.0,0,0,0,0,0
75,330.0,27.0,0.0,0.0,0.0,73.0,50.0,50.0,50.0,89.0,67.0,80.0,82.0,0.0,0,0,0,0,0
74,305.0,26.0,25.0,0.0,0.0,73.0,47.0,49.0,50.0,88.0,74.0,83.0,79.0,0.0,0,0,0,0,0
77,313.0,34.0,57.0,0.0,0.0,73.0,43.0,48.0,47.0,86.0,89.0,80.0,76.0,0.0,0,0,0,0,0
74,293.0,29.0,27.0,0.0,0.0,73.0,48.0,49.0,50.0,89.0,79.0,77.0,79.0,0.0,0,0,0,0,0
77,300.0,29.0,36.0,0.0,0.0,73.0,49.0,48.0,53.0,90.0,71.0,80.0,83.0,0.0,0,0,0,0,0
74,289.0,27.0,35.0,0.0,0.0,73.0,49.0,51.0,56.0,83.0,78.0,80.0,80.0,0.0,0,0,0,0,0
78,315.0,23.0,8.0,0.0,0.0,73.0,44.0,50.0,54.0,88.0,65.0,83.0,84.0,0.0,0,0,0,0,0
76,315.0,23.0,108.0,6.0,9.0,73.0,47.0,51.0,49.0,90.0,68.0,86.0,77.0,0.0,0,0,0,0,0
75,315.0,25.0,55.0,0.0,0.0,73.0,47.0,50.0,51.0,89.0,71.0,85.0,74.0,0.0,0,0,0,0,0
77,352.0,31.0,62.0,0.0,0.0,73.0,45.0,50.0,49.0,88.0,80.0,76.0,81.0,0.0,0,0,0,0,0
80,325.0,27.0,57.0,0.0,0.0,72.0,43.0,49.0,48.0,90.0,76.0,78.0,81.0,0.0,0,0,0,0,0
79,338.0,25.0,13.0,0.0,0.0,72.0,45.0,55.0,51.0,90.0,69.0,83.0,80.0,0.0,0,0,0,0,0
78,300.0,32.0,36.0,0.0,0.0,72.0,40.0,51.0,52.0,86.0,79.0,81.0,80.0,0.0,0,0,0,0,0
78,300.0,32.0,0.0,0.0,0.0,72.0,40.0,51.0,52.0,86.0,79.0,81.0,80.0,0.0,0,0,0,0,0
76,298.0,30.0,0.0,0.0,1.0,72.0,46.0,50.0,51.0,86.0,77.0,80.0,78.0,0.0,0,0,0,0,0
76,321.0,24.0,20.0,0.0,0.0,71.0,48.0,54.0,49.0,88.0,66.0,84.0,79.0,0.0,0,0,0,0,0
78,371.0,31.0,41.0,0.0,0.0,71.0,48.0,51.0,50.0,89.0,79.0,74.0,79.0,0.0,0,0,0,0,0
77,305.0,26.0,0.0,0.0,0.0,71.0,41.0,46.0,46.0,89.0,74.0,79.0,82.0,0.0,0,0,0,0,0
76,298.0,23.0,10.0,0.0,0.0,71.0,49.0,53.0,54.0,86.0,69.0,79.0,82.0,0.0,0,0,0,0,0
80,319.0,23.0,41.0,0.0,0.0,70.0,44.0,56.0,54.0,89.0,67.0,81.0,78.0,0.0,0,0,0,0,0
77,303.0,23.0,61.0,0.0,0.0,70.0,48.0,57.0,53.0,87.0,69.0,81.0,78.0,0.0,0,0,0,0,0
77,333.0,24.0,14.0,0.0,0.0,70.0,44.0,48.0,47.0,89.0,69.0,80.0,81.0,0.0,0,0,0,0,0
76,300.0,27.0,17.0,0.0,0.0,69.0,47.0,52.0,51.0,88.0,70.0,73.0,80.0,0.0,0,0,0,0,0
77,285.0,25.0,34.0,0.0,0.0,68.0,51.0,55.0,49.0,84.0,65.0,88.0,74.0,0.0,0,0,0,0,0
74,297.0,28.0,26.0,0.0,0.0,68.0,42.0,44.0,46.0,89.0,74.0,77.0,77.0,0.0,0,0,0,0,0
75,295.0,25.0,0.0,0.0,0.0,68.0,42.0,43.0,47.0,88.0,80.0,77.0,73.0,0.0,0,0,0,0,0
