Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PTHP,PTAS,PTAM,PTAD,PTUP,PPLA,PTOR,PBRS
76,225.0,34.0,77.0,0.0,2.0,69.0,43.0,44.0,50.0,55.0,82.0,82.0,0.0,0.0,0.0,0,0.0,0.0,0
74,211.0,27.0,2.0,0.0,0.0,69.0,57.0,56.0,55.0,55.0,72.0,82.0,0.0,0.0,0.0,0,0.0,0.0,0
74,218.0,29.0,0.0,0.0,0.0,67.0,49.0,52.0,54.0,59.0,71.0,83.0,0.0,0.0,0.0,0,0.0,0.0,0
74,218.0,29.0,5.0,0.0,0.0,67.0,49.0,52.0,54.0,59.0,71.0,83.0,0.0,0.0,0.0,0,0.0,0.0,0
74,218.0,29.0,16.0,0.0,0.0,67.0,49.0,52.0,54.0,59.0,71.0,83.0,0.0,0.0,0.0,0,0.0,0.0,0
76,238.0,29.0,9.0,0.0,0.0,67.0,52.0,50.0,53.0,57.0,67.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0
75,215.0,27.0,0.0,0.0,0.0,67.0,60.0,57.0,63.0,54.0,68.0,78.0,0.0,0.0,0.0,0,0.0,0.0,0
75,220.0,25.0,2.0,0.0,0.0,66.0,64.0,67.0,70.0,63.0,60.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
73,233.0,32.0,24.0,0.0,0.0,66.0,66.0,55.0,64.0,76.0,72.0,18.0,0.0,0.0,0.0,0,0.0,0.0,0
75,215.0,36.0,79.0,0.0,1.0,65.0,50.0,56.0,58.0,58.0,72.0,75.0,0.0,0.0,0.0,0,0.0,0.0,0
69,185.0,27.0,0.0,0.0,0.0,64.0,81.0,76.0,80.0,50.0,56.0,13.0,0.0,0.0,0.0,0,0.0,0.0,0
76,215.0,37.0,110.0,1.0,4.0,63.0,54.0,58.0,60.0,56.0,70.0,80.0,0.0,0.0,0.0,0,0.0,0.0,0
73,215.0,24.0,0.0,0.0,0.0,62.0,67.0,63.0,69.0,59.0,54.0,90.0,0.0,0.0,0.0,0,0.0,0.0,0
75,220.0,27.0,3.0,0.0,0.0,62.0,51.0,52.0,56.0,52.0,68.0,74.0,0.0,0.0,0.0,0,0.0,0.0,0
78,230.0,30.0,0.0,0.0,0.0,61.0,49.0,50.0,54.0,55.0,68.0,78.0,0.0,0.0,0.0,0,0.0,0.0,0
78,230.0,30.0,0.0,0.0,0.0,61.0,49.0,50.0,54.0,55.0,68.0,78.0,0.0,0.0,0.0,0,0.0,0.0,0
78,230.0,30.0,75.0,0.0,1.0,61.0,49.0,50.0,54.0,55.0,68.0,78.0,0.0,0.0,0.0,0,0.0,0.0,0
78,230.0,30.0,0.0,0.0,0.0,61.0,49.0,50.0,54.0,55.0,68.0,78.0,0.0,0.0,0.0,0,0.0,0.0,0
73,214.0,27.0,5.0,0.0,0.0,61.0,50.0,51.0,56.0,50.0,71.0,76.0,0.0,0.0,0.0,0,0.0,0.0,0
76,223.0,33.0,26.0,0.0,0.0,61.0,51.0,49.0,56.0,56.0,62.0,79.0,0.0,0.0,0.0,0,0.0,0.0,0
73,210.0,37.0,0.0,0.0,0.0,61.0,45.0,49.0,50.0,50.0,77.0,73.0,0.0,0.0,0.0,0,0.0,0.0,0
75,220.0,23.0,9.0,0.0,0.0,61.0,49.0,54.0,53.0,58.0,64.0,84.0,0.0,0.0,0.0,0,0.0,0.0,0
77,245.0,31.0,21.0,0.0,0.0,61.0,46.0,48.0,52.0,58.0,70.0,75.0,0.0,0.0,0.0,0,0.0,0.0,0
77,235.0,24.0,1.0,0.0,0.0,60.0,48.0,53.0,55.0,59.0,58.0,89.0,0.0,0.0,0.0,0,0.0,0.0,0
75,230.0,29.0,7.0,0.0,0.0,60.0,54.0,54.0,58.0,62.0,66.0,79.0,0.0,0.0,0.0,0,0.0,0.0,0
74,217.0,23.0,16.0,0.0,0.0,60.0,69.0,67.0,71.0,64.0,48.0,85.0,0.0,0.0,0.0,0,0.0,0.0,0
78,245.0,32.0,49.0,0.0,0.0,59.0,44.0,45.0,48.0,56.0,68.0,81.0,0.0,0.0,0.0,0,0.0,0.0,0
73,208.0,26.0,6.0,0.0,0.0,59.0,50.0,45.0,48.0,48.0,72.0,67.0,0.0,0.0,0.0,0,0.0,0.0,0
74,198.0,34.0,0.0,0.0,0.0,59.0,56.0,54.0,58.0,50.0,66.0,74.0,0.0,0.0,0.0,0,0.0,0.0,0
75,216.0,32.0,0.0,0.0,0.0,59.0,45.0,49.0,50.0,53.0,68.0,74.0,0.0,0.0,0.0,0,0.0,0.0,0
68,190.0,23.0,0.0,0.0,0.0,58.0,70.0,64.0,71.0,53.0,55.0,78.0,0.0,0.0,0.0,0,0.0,0.0,0
76,228.0,24.0,2.0,0.0,0.0,58.0,56.0,58.0,56.0,57.0,57.0,80.0,0.0,0.0,0.0,0,0.0,0.0,0
73,195.0,24.0,0.0,0.0,0.0,57.0,61.0,69.0,63.0,56.0,59.0,78.0,0.0,0.0,0.0,0,0.0,0.0,0
74,220.0,29.0,8.0,0.0,0.0,57.0,50.0,51.0,56.0,54.0,62.0,77.0,0.0,0.0,0.0,0,0.0,0.0,0
74,218.0,22.0,1.0,0.0,0.0,57.0,54.0,52.0,53.0,52.0,55.0,79.0,0.0,0.0,0.0,0,0.0,0.0,0
76,228.0,28.0,32.0,0.0,0.0,56.0,48.0,47.0,53.0,55.0,69.0,74.0,0.0,0.0,0.0,0,0.0,0.0,0
76,228.0,28.0,11.0,0.0,0.0,56.0,48.0,47.0,53.0,55.0,69.0,74.0,0.0,0.0,0.0,0,0.0,0.0,0
73,190.0,25.0,0.0,0.0,0.0,56.0,55.0,56.0,59.0,45.0,51.0,73.0,0.0,0.0,0.0,0,0.0,0.0,0
74,212.0,27.0,0.0,0.0,0.0,55.0,53.0,54.0,56.0,52.0,63.0,74.0,0.0,0.0,0.0,0,0.0,0.0,0
71,185.0,28.0,0.0,0.0,0.0,55.0,58.0,56.0,61.0,47.0,51.0,75.0,0.0,0.0,0.0,0,0.0,0.0,0
75,220.0,26.0,14.0,0.0,0.0,55.0,50.0,52.0,50.0,53.0,62.0,75.0,0.0,0.0,0.0,0,0.0,0.0,0
74,212.0,22.0,6.0,0.0,0.0,55.0,64.0,65.0,60.0,54.0,54.0,80.0,0.0,0.0,0.0,0,0.0,0.0,0
73,220.0,0.0,0.0,0.0,0.0,55.0,65.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
78,240.0,25.0,4.0,0.0,0.0,54.0,50.0,53.0,55.0,52.0,55.0,79.0,0.0,0.0,0.0,0,0.0,0.0,0
73,215.0,22.0,1.0,0.0,0.0,54.0,66.0,62.0,69.0,61.0,54.0,73.0,0.0,0.0,0.0,0,0.0,0.0,0
74,205.0,25.0,0.0,0.0,0.0,54.0,61.0,57.0,63.0,55.0,56.0,76.0,0.0,0.0,0.0,0,0.0,0.0,0
72,200.0,23.0,12.0,0.0,0.0,53.0,54.0,53.0,57.0,56.0,58.0,74.0,0.0,0.0,0.0,0,0.0,0.0,0
74,215.0,23.0,0.0,0.0,0.0,53.0,59.0,57.0,58.0,47.0,56.0,64.0,0.0,0.0,0.0,0,0.0,0.0,0
73,195.0,27.0,4.0,0.0,0.0,53.0,44.0,42.0,51.0,47.0,62.0,74.0,0.0,0.0,0.0,0,0.0,0.0,0
74,208.0,23.0,0.0,0.0,0.0,53.0,61.0,60.0,60.0,50.0,46.0,71.0,0.0,0.0,0.0,0,0.0,0.0,0
72,203.0,25.0,1.0,0.0,0.0,53.0,49.0,50.0,51.0,53.0,62.0,74.0,0.0,0.0,0.0,0,0.0,0.0,0
74,223.0,26.0,0.0,0.0,0.0,52.0,50.0,63.0,54.0,58.0,61.0,76.0,0.0,0.0,0.0,0,0.0,0.0,0
74,206.0,30.0,0.0,0.0,0.0,51.0,50.0,50.0,51.0,53.0,63.0,71.0,0.0,0.0,0.0,0,0.0,0.0,0
76,211.0,32.0,8.0,0.0,0.0,51.0,45.0,49.0,48.0,56.0,57.0,76.0,0.0,0.0,0.0,0,0.0,0.0,0
75,218.0,23.0,0.0,0.0,0.0,51.0,42.0,44.0,48.0,48.0,52.0,75.0,0.0,0.0,0.0,0,0.0,0.0,0
75,220.0,23.0,0.0,0.0,0.0,50.0,60.0,53.0,50.0,54.0,49.0,80.0,0.0,0.0,0.0,0,0.0,0.0,0
73,202.0,24.0,0.0,0.0,0.0,50.0,58.0,58.0,58.0,57.0,49.0,77.0,0.0,0.0,0.0,0,0.0,0.0,0
76,215.0,23.0,13.0,0.0,0.0,50.0,58.0,57.0,56.0,50.0,53.0,69.0,0.0,0.0,0.0,0,0.0,0.0,0
72,220.0,30.0,0.0,0.0,0.0,49.0,45.0,48.0,47.0,50.0,65.0,68.0,0.0,0.0,0.0,0,0.0,0.0,0
74,211.0,28.0,0.0,0.0,0.0,49.0,51.0,48.0,55.0,56.0,50.0,78.0,0.0,0.0,0.0,0,0.0,0.0,0
74,234.0,25.0,0.0,0.0,0.0,48.0,66.0,60.0,62.0,55.0,49.0,72.0,0.0,0.0,0.0,0,0.0,0.0,0
74,210.0,22.0,0.0,0.0,0.0,47.0,39.0,46.0,46.0,44.0,45.0,70.0,0.0,0.0,0.0,0,0.0,0.0,0
74,210.0,24.0,0.0,0.0,0.0,46.0,47.0,53.0,53.0,58.0,50.0,78.0,0.0,0.0,0.0,0,0.0,0.0,0
76,215.0,26.0,0.0,0.0,0.0,45.0,52.0,49.0,53.0,53.0,53.0,73.0,0.0,0.0,0.0,0,0.0,0.0,0
75,217.0,24.0,7.0,0.0,0.0,45.0,50.0,47.0,53.0,53.0,48.0,74.0,0.0,0.0,0.0,0,0.0,0.0,0
74,212.0,30.0,33.0,0.0,0.0,44.0,46.0,55.0,55.0,52.0,53.0,67.0,0.0,0.0,0.0,0,0.0,0.0,0
73,216.0,26.0,0.0,0.0,0.0,43.0,60.0,59.0,68.0,55.0,50.0,64.0,0.0,0.0,0.0,0,0.0,0.0,0
73,200.0,26.0,0.0,0.0,0.0,43.0,61.0,60.0,67.0,59.0,47.0,75.0,0.0,0.0,0.0,0,0.0,0.0,0
73,203.0,24.0,0.0,0.0,0.0,43.0,54.0,53.0,57.0,56.0,46.0,70.0,0.0,0.0,0.0,0,0.0,0.0,0
76,225.0,22.0,2.0,0.0,0.0,42.0,55.0,50.0,55.0,53.0,48.0,68.0,0.0,0.0,0.0,0,0.0,0.0,0
75,223.0,24.0,0.0,0.0,0.0,42.0,51.0,55.0,55.0,53.0,50.0,73.0,0.0,0.0,0.0,0,0.0,0.0,0
76,238.0,31.0,0.0,0.0,0.0,42.0,63.0,59.0,67.0,64.0,48.0,71.0,0.0,0.0,0.0,0,0.0,0.0,0
75,215.0,22.0,0.0,0.0,0.0,41.0,48.0,47.0,47.0,52.0,50.0,73.0,0.0,0.0,0.0,0,0.0,0.0,0
73,206.0,31.0,1.0,0.0,0.0,39.0,55.0,50.0,57.0,50.0,55.0,64.0,0.0,0.0,0.0,0,0.0,0.0,0
76,225.0,26.0,0.0,0.0,0.0,38.0,59.0,58.0,65.0,57.0,49.0,64.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,77.0,0.0,1.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,40.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,92.0,0.0,4.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,1.0,0.0,0.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,69.0,0.0,1.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,9.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,105.0,0.0,4.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,9.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,46.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,5.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,16.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,77.0,0.0,2.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,57.0,0.0,1.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,2.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,30.0,0.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,16.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,54.0,0.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,69.0,0.0,1.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,31.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,6.0,0.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,16.0,0.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,110.0,1.0,4.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,43.0,0.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,66.0,0.0,0.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,54.0,0.0,2.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,75.0,0.0,1.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,5.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,8.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,8.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,158.0,3.0,11.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,1.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
0,0.0,0.0,45.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0
