Last Name,First Name,College,Rank,Draft Class,Position,Jersey,Height,Weight,Class,wAV,Hometown,Homestate,Race,Photo,Archetype,Archetype_Detailed
Alexander,OJ,Miami (OH),,,DL,,,,Soph,3.6,,,,,,
Bell,Devin,Miami (OH),,,DL,,,,Soph,3.6,,,,,,
Davis,Donovan,Miami (OH),,,DL,,,,Soph,3.6,,,,,,
Hammonds,Javon,Miami (OH),,,DL,,,,Soph,3.6,,,,,,
Schott,James,Miami (OH),,,DL,,,,Soph,3.6,,,,,,
Williams,Sam,Miami (OH),,,DL,,,,Soph,3.6,,,,,,
Butler,Mitchell,Miami (OH),,,OL,,,,Soph,3.6,,,,,,
Howard,Aiden,Miami (OH),,,OL,,,,Soph,3.6,,,,,,
Manu,Kris,Miami (OH),,,OL,,,,Soph,3.6,,,,,,
Schorsch,Jacob,Miami (OH),,,OL,,,,Soph,3.6,,,,,,
Gotkowski,Thomas,Miami (OH),,,QB,,,,Soph,3.6,,,,,Improviser,QB Improviser
Ringer,Josh,Miami (OH),,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Glass,Tito,Miami (OH),,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Leeper,Grant,Miami (OH),,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Isom,Braylon,Miami (OH),,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Parrish,Michael,Miami (OH),,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Lowe,Jeremiah,Michigan,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Metcalf,Tevis,Michigan,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Beigel,Manuel,Michigan,,,DL,,,,Soph,3.6,,,,,,
Palepale,Deyvid,Michigan,,,DL,,,,Soph,3.6,,,,,,
Guarnera,Jake,Michigan,,,OL,,,,Soph,3.6,,,,,,
O'Meara,Tomas,Michigan,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Ka'apana,Micah,Michigan,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Goodwin,Channing,Michigan,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Brinson IV,Andrew,Michigan State,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Denson Jr.,Justin,Michigan State,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Gash,Caleb,Michigan State,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Johnson,Rakeem,Michigan State,,,OL,,,,Soph,3.6,,,,,,
Terpstra,Cooper,Michigan State,,,OL,,,,Soph,3.6,,,,,,
Revels,Tracy,Michigan State,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Wilson,Jaxson,Michigan State,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Boyd,Evan,Michigan State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Foster,Shawn,Michigan State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Carridine,Atticus,Michigan State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Yanachik,Jack,Michigan State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Carlisle,Devan,Middle Tennessee State,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Minifield,KJ,Middle Tennessee State,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Young,Alan,Middle Tennessee State,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Rue,Issac,Middle Tennessee State,,,OL,,,,Soph,3.6,,,,,,
Hunt,Rickey,Middle Tennessee State,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Poticher,Evan,Middle Tennessee State,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Patterson,Tyree,Middle Tennessee State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Bryan,Za'Quan,Minnesota,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Monroe,Garrison,Minnesota,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Nestor,John,Minnesota,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Carrier,Ethan,Minnesota,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Menz,Karter,Minnesota,,,DL,,,,Soph,3.6,,,,,,
Randle,Theorin,Minnesota,,,DL,,,,Soph,3.6,,,,,,
Tafai,Kahlee,Minnesota,,,OL,,,,Soph,3.6,,,,,,
Tripp,Reese,Minnesota,,,OL,,,,Soph,3.6,,,,,,
Williams,Jerome,Minnesota,,,OL,,,,Soph,3.6,,,,,,
Walsh,Pierce,Minnesota,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Peters,Sam,Minnesota,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Lanier II,Kenric,Minnesota,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Hayes,Donielle,Minnesota,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Jones,Kelley,Mississippi State,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Head Jr.,Joseph,Mississippi State,,,DL,,,,Soph,3.6,,,,,,
Reed Jr.,Darron,Mississippi State,,,DL,,,,Soph,3.6,,,,,,
McClendon,Kai,Mississippi State,,,DL,,,,Soph,3.6,,,,,,
James,Jayvin,Mississippi State,,,OL,,,,Soph,3.6,,,,,,
Keenum,Koby,Mississippi State,,,OL,,,,Soph,3.6,,,,,,
Owens,Zack,Mississippi State,,,OL,,,,Soph,3.6,,,,,,
Work,Luke,Mississippi State,,,OL,,,,Soph,3.6,,,,,,
Davis,Seth,Mississippi State,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Reyes,Cyrus,Mississippi State,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Sutton,Vic,Mississippi State,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Deloach,Nicholas,Missouri,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Keys,Cameron,Missouri,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
McNeil,Shamar,Missouri,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Bodford,Justin,Missouri,,,DL,,,,Soph,3.6,,,,,,
Frick,Jadon,Missouri,,,DL,,,,Soph,3.6,,,,,,
Williams IV,Johnny,Missouri,,,OL,,,,Soph,3.6,,,,,,
Hafer,Whit,Missouri,,,OL,,,,Soph,3.6,,,,,,
Jostes,Ryan,Missouri,,,OL,,,,Soph,3.6,,,,,,
Hancock,Jackson,Missouri,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
James,Jude,Missouri,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Molitor,Adam,Missouri,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Madison III,James,Missouri,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Le Jeune,Xavier,Navy,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Bell,Nick,Navy,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Hamilton,Phillip,Navy,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Ross,Justin,Navy,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Arrington,Xavyer,Navy,,,DL,,,,Soph,3.6,,,,,,
Herock,Chris,Navy,,,DL,,,,Soph,3.6,,,,,,
McNeal,TaMarques,Navy,,,DL,,,,Soph,3.6,,,,,,
Jones,Jadyn,Navy,,,FB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Ezzard,Quinton,Navy,,,FB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Hundley,Jai,Navy,,,FB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Ingle,William,Navy,,,FB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Doyle,J.P.,Navy,,,QB,,,,Soph,3.6,,,,,Improviser,QB Improviser
Jones,Tre,Navy,,,QB,,,,Soph,3.6,,,,,Improviser,QB Improviser
Robinson,Charles,Navy,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Barrow,Michael,Navy,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Pearson,Mikey,Navy,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Akanna,Pope,Navy,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Cardoza,Andersen,Navy,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Gilbert,Andre,Navy,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Williams,Maxwell,Navy,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Rose,Aaron,Navy,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Ross,Will,Navy,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Elwell,Theo,Navy,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Miles,Will,Navy,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Hall,Drew,Navy,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Charles,Jeremiah,Nebraska,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Stewart,Rahmir,Nebraska,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Turner,Brice,Nebraska,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Hill,Blye,Nebraska,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Van Poppel,Riley,Nebraska,,,DL,,,,Soph,3.6,,,,,,
Davis,Keona,Nebraska,,,DL,,,,Soph,3.6,,,,,,
Goldman,Mason,Nebraska,,,DL,,,,Soph,3.6,,,,,,
Lefotu,Sua,Nebraska,,,DL,,,,Soph,3.6,,,,,,
Moore,Gabe,Nebraska,,,DL,,,,Soph,3.6,,,,,,
Connealy,Conor,Nebraska,,,DL,,,,Soph,3.6,,,,,,
Brandl,Jacob,Nebraska,,,OL,,,,Soph,3.6,,,,,,
Gottula,Gunner,Nebraska,,,OL,,,,Soph,3.6,,,,,,
Knutson,Brock,Nebraska,,,OL,,,,Soph,3.6,,,,,,
Maciejczak,Jason,Nebraska,,,OL,,,,Soph,3.6,,,,,,
Sledge,Sam,Nebraska,,,OL,,,,Soph,3.6,,,,,,
Echternach,Cayden,Nebraska,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Markway,Mac,Nebraska,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Williams,Kenneth,Nebraska,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Miller,Hayes,Nebraska,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Bell,Demitrius,Nebraska,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Abercrombie,Zavien,Nevada,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Snelling,Bryson,Nevada,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Turner,Bishop,Nevada,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Wilson,Cooper,Nevada,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Echols,Bryce,Nevada,,,DL,,,,Soph,3.6,,,,,,
Correa,Johnathan,Nevada,,,DL,,,,Soph,3.6,,,,,,
Esmon,RJ,Nevada,,,OL,,,,Soph,3.6,,,,,,
Burleson II,Nate,Nevada,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Brown,Marshaun,Nevada,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
DeCambra,Kodi,Nevada-Las Vegas,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Conti,Lucas,Nevada-Las Vegas,,,DL,,,,Soph,3.6,,,,,,
Abbasher,Mo,Nevada-Las Vegas,,,DL,,,,Soph,3.6,,,,,,
Ausbon,Armand,Nevada-Las Vegas,,,DL,,,,Soph,3.6,,,,,,
Peterson,Maxwell,Nevada-Las Vegas,,,DL,,,,Soph,3.6,,,,,,
Afoa,Alekai,Nevada-Las Vegas,,,OL,,,,Soph,3.6,,,,,,
Haynes,Ed,Nevada-Las Vegas,,,OL,,,,Soph,3.6,,,,,,
Jones,Darrien,Nevada-Las Vegas,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Beasley,Jae,Nevada-Las Vegas,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Lyons,Taeshawn,Nevada-Las Vegas,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Jackson,Rashawn,Nevada-Las Vegas,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Gutierrez,Melaki,New Mexico,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Johnson,C.J.,New Mexico,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Harris,Elvin,New Mexico,,,OL,,,,Soph,3.6,,,,,,
Mora,Jordan,New Mexico,,,OL,,,,Soph,3.6,,,,,,
Motschenbacher,Gabriel,New Mexico,,,QB,,,,Soph,3.6,,,,,Improviser,QB Improviser
Buchanan,Deshaun,New Mexico,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Cherry,KJ,New Mexico,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Wysong,Evan,New Mexico,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Campbell,Jakobe,New Mexico State,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Charles,Josiah,New Mexico State,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Okeke,Obinna,New Mexico State,,,DL,,,,Soph,3.6,,,,,,
Vislisel,Brad,New Mexico State,,,DL,,,,Soph,3.6,,,,,,
Treadwell,Latrell,New Mexico State,,,DL,,,,Soph,3.6,,,,,,
Blaettler,Evan,New Mexico State,,,OL,,,,Soph,3.6,,,,,,
Harvey,Elijah,New Mexico State,,,OL,,,,Soph,3.6,,,,,,
Sevy,Kai,New Mexico State,,,OL,,,,Soph,3.6,,,,,,
Tolo,BJ,New Mexico State,,,OL,,,,Soph,3.6,,,,,,
Becerra,Merrick,New Mexico State,,,OL,,,,Soph,3.6,,,,,,
Goodman,Dailan,New Mexico State,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Barela,David,New Mexico State,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Mangino,Colt,New Mexico State,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Mitchell,Naeten,New Mexico State,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Rushton,Desmin-Hatfield,New Mexico State,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Shabazz,Siddeeq,New Mexico State,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Parks,Adam,New Mexico State,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Lydiatt,Jerry,New Mexico State,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Goines,Joshua,New Mexico State,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Pride,TJ,New Mexico State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Graves,Terrione,New Mexico State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Williams III,AJ,New Mexico State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Bell,Jayden,New Mexico State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Trevino,Kaden,New Mexico State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Love II,Reggie,North Carolina,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Adams,Ty,North Carolina,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Conley,Khalil,North Carolina,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Dunbar-Hawkins,Khristian,North Carolina,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Miller,Tre,North Carolina,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Thompson,Jalon,North Carolina,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Anderson,Daniel,North Carolina,,,DL,,,,Soph,3.6,,,,,,
Jackson,Leroy,North Carolina,,,DL,,,,Soph,3.6,,,,,,
Norwood,Jani,North Carolina,,,OL,,,,Soph,3.6,,,,,,
Pesansky,Peter,North Carolina,,,OL,,,,Soph,3.6,,,,,,
Miyares Jr.,Andres,North Carolina,,,QB,,,,Soph,3.6,,,,,Improviser,QB Improviser
Mazzone,DJ,North Carolina,,,QB,,,,Soph,3.6,,,,,Improviser,QB Improviser
Cox,Connor,North Carolina,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Halsey,Cort,North Carolina,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Green,Javarius,North Carolina,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Taylor,Alex,North Carolina,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Johnson,Aziah,North Carolina,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Sneed,Dayton,North Carolina,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Nelson II,Brian,North Carolina State,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Baly,Jivan,North Carolina State,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Tate,Michael,North Carolina State,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
"Brown, Jr.",Asaad,North Carolina State,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Barnhardt,Brody,North Carolina State,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Castaneda,Joseph,North Carolina State,,,DL,,,,Soph,3.6,,,,,,
Prim,AJ,North Carolina State,,,DL,,,,Soph,3.6,,,,,,
Stokes,Steven,North Carolina State,,,DL,,,,Soph,3.6,,,,,,
Jackson,Rico,North Carolina State,,,OL,,,,Soph,3.6,,,,,,
Rivers,Darion,North Carolina State,,,OL,,,,Soph,3.6,,,,,,
Smith,Kamen,North Carolina State,,,OL,,,,Soph,3.6,,,,,,
Johnson,Darius,North Carolina State,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Jones,Isiah,North Carolina State,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Boston,Tank,North Carolina State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Hollar,Jayden,North Carolina State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Zachary,Christian,North Carolina State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Lewis,Kollin,North Texas,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Odikpo,Kevin,North Texas,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Day,Ethan,North Texas,,,DL,,,,Soph,3.6,,,,,,
Clements,Saadiq,North Texas,,,DL,,,,Soph,3.6,,,,,,
Huddleston,Keviyan,North Texas,,,DL,,,,Soph,3.6,,,,,,
Pierce,Joshua,North Texas,,,DL,,,,Soph,3.6,,,,,,
Washington,Terrell,North Texas,,,DL,,,,Soph,3.6,,,,,,
Williams,Jayden,North Texas,,,DL,,,,Soph,3.6,,,,,,
Madero IV,Julio,North Texas,,,OL,,,,Soph,3.6,,,,,,
Johnson,Keon,North Texas,,,OL,,,,Soph,3.6,,,,,,
Lamb,Jaymon,North Texas,,,OL,,,,Soph,3.6,,,,,,
Magiya,Desmond,North Texas,,,OL,,,,Soph,3.6,,,,,,
Nelson,Braydon,North Texas,,,OL,,,,Soph,3.6,,,,,,
Shaw,Dylan,North Texas,,,OL,,,,Soph,3.6,,,,,,
Krueger,Ryan,North Texas,,,OL,,,,Soph,3.6,,,,,,
Gray,Ashton,North Texas,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Hammonds,Quinton,North Texas,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
McFarland,Kamdon,North Texas,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Young Jr.,Brandon,North Texas,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Muckelroy,Jackson,North Texas,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Lewis,Chris,North Texas,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Reynolds,Dev'ion,Northern Illinois,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Walker,Romelo,Northern Illinois,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Liegel,Ross,Northern Illinois,,,OL,,,,Soph,3.6,,,,,,
Mahnesmith,Lane,Northern Illinois,,,OL,,,,Soph,3.6,,,,,,
Gustafson,Ben,Northern Illinois,,,OL,,,,Soph,3.6,,,,,,
Rumohr,Grey,Northern Illinois,,,OL,,,,Soph,3.6,,,,,,
Porter,Elijah,Northern Illinois,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Ware,Romelo,Northern Illinois,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Powell,Taylor,Northern Illinois,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Hunter,Tristan,Northern Illinois,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Akers,Devon,Northern Illinois,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Fowler,Jason,Northern Illinois,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Stein,Joe,Northern Illinois,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Dimopoulus,George,Northern Illinois,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Givens III,Gary,Northern Illinois,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Taylor Jr.,Rickey,Northern Illinois,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
McIvory,Jamari,Northern Illinois,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Fussell,Josh,Northwestern,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Lewis,Jalen,Northwestern,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Shivers,Cole,Northwestern,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Lewis,J.J.,Northwestern,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Gant,Tyler,Northwestern,,,DL,,,,Soph,3.6,,,,,,
Green,Mason,Northwestern,,,DL,,,,Soph,3.6,,,,,,
Roberts,Dylan,Northwestern,,,DL,,,,Soph,3.6,,,,,,
Birsa,Anthony,Northwestern,,,OL,,,,Soph,3.6,,,,,,
Ahumaraeze,Ricky,Northwestern,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Wagner,Drew,Northwestern,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Magee,Camp,Northwestern,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Hobbs,Karson,Notre Dame,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Mukam,Armel,Notre Dame,,,DL,,,,Soph,3.6,,,,,,
Zinter,Preston,Notre Dame,,,DL,,,,Soph,3.6,,,,,,
Terek,Chris,Notre Dame,,,OL,,,,Soph,3.6,,,,,,
Wollan,Robbie,Notre Dame,,,OL,,,,Soph,3.6,,,,,,
Rezac,Anthony,Notre Dame,,,QB,,,,Soph,3.6,,,,,Improviser,QB Improviser
Smith,KK,Notre Dame,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Jeffery,Matt,Notre Dame,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Southall,Xavier,Notre Dame,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Bannister,Kendall,Ohio,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Hill,Creed,Ohio,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Williams,Xavier,Ohio,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Mathis,Tony,Ohio,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Anstead,Seth,Ohio,,,OL,,,,Soph,3.6,,,,,,
Parson,Bryce,Ohio,,,OL,,,,Soph,3.6,,,,,,
Wright,Kam,Ohio,,,OL,,,,Soph,3.6,,,,,,
Johnson,Aidan,Ohio,,,OL,,,,Soph,3.6,,,,,,
Papas,Matthew,Ohio,,,QB,,,,Soph,3.6,,,,,Improviser,QB Improviser
Winters,Jacob,Ohio,,,QB,,,,Soph,3.6,,,,,Improviser,QB Improviser
Wilson Jr.,Aginon,Ohio,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Haskins,JT,Ohio,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Morton,DJ,Ohio,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Lowery,Aiden,Ohio,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Miller,AJ,Ohio,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Segarra,Nick,Ohio,,,TE,,,,Soph,3.6,,,,,Vertical Threat,TE Vertical Threat
Dorwart,Dom,Ohio,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Cremascoli,Miles,Ohio,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Debrow,Khamani,Ohio,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Neer,Riley,Ohio,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Hurst,Kaden,Ohio,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Lockhart,Myles,Ohio State,,,CB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Miles,Bukari,Ohio State,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Sebert,JJ,Ohio State,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Lorentz,Simon,Ohio State,,,OL,,,,Soph,3.6,,,,,,
Terry,Justin,Ohio State,,,OL,,,,Soph,3.6,,,,,,
Armstrong,Davontae,Ohio State,,,OL,,,,Soph,3.6,,,,,,
Williams-Dixon,Sam,Ohio State,,,RB,,,,Soph,3.6,,,,,Elusive Back,HB Elusive Back
Roker,Leroy,Ohio State,,,S,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Williams,Dorian,Ohio State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Wolfe,Preston,Ohio State,,,WR,,,,Soph,3.6,,,,,Slot,WR Shifty Route Runner
Boganowski,Michael,Oklahoma,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
DeQuasie,Reed,Oklahoma,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
Jordan,Devon,Oklahoma,,,DB,,,,Soph,3.6,,,,,Hybrid,S Hybrid
